2019-04-09 15:28:20.652567_SocketLogFile.txt
b'0.714,0.191,-0.008,-0.707, -0.707, 0.001,0.000'
b'0.550,0.191,-0.007,0.707,0.707,-0.001,-0.001'
b'0.344,0.191,-0.007,0.707,0.708,-0.001,-0.001'
b'0.345,0.191,0.245,0.707,0.708,-0.001,-0.001'
b'0.714,0.191,-0.008,-0.707, -0.707, 0.001,0.000'
